"ref_date","geo","dguid","shelter_type","target","shelter","beds"
2021,"North Battleford, Saskatchewan","4716029","Domestic violence shelter","General (women)",0,0
2021,"North Battleford, Saskatchewan","4716029","Domestic violence shelter","Total",1,15
2021,"North Battleford, Saskatchewan","4716029","Domestic violence shelter","Youth",0,0
2021,"North Battleford, Saskatchewan","4716029","Emergency shelter","Family",0,0
2021,"North Battleford, Saskatchewan","4716029","Emergency shelter","General (all)",0,0
2021,"North Battleford, Saskatchewan","4716029","Emergency shelter","General (men)",0,0
2021,"North Battleford, Saskatchewan","4716029","Emergency shelter","General (women)",0,0
2021,"North Battleford, Saskatchewan","4716029","Emergency shelter","Total",0,0
2021,"North Battleford, Saskatchewan","4716029","Emergency shelter","Youth",0,0
2021,"North Battleford, Saskatchewan","4716029","Transitional housing","Family",0,0
2021,"North Battleford, Saskatchewan","4716029","Transitional housing","General (all)",0,0
2021,"North Battleford, Saskatchewan","4716029","Transitional housing","General (men)",0,0
2021,"North Battleford, Saskatchewan","4716029","Transitional housing","General (women)",0,0
2021,"North Battleford, Saskatchewan","4716029","Transitional housing","Total",0,0
2021,"North Battleford, Saskatchewan","4716029","Transitional housing","Youth",0,0
2021,"North Bay, Ontario","3548044","Domestic violence shelter","Family",3,42
2021,"North Bay, Ontario","3548044","Domestic violence shelter","General (all)",0,0
2021,"North Bay, Ontario","3548044","Domestic violence shelter","General (men)",0,0
2021,"North Bay, Ontario","3548044","Domestic violence shelter","General (women)",0,0
2021,"North Bay, Ontario","3548044","Domestic violence shelter","Total",3,42
2021,"North Bay, Ontario","3548044","Domestic violence shelter","Youth",0,0
2021,"North Bay, Ontario","3548044","Emergency shelter","Family",0,0
2021,"North Bay, Ontario","3548044","Emergency shelter","General (all)",1,19
2021,"North Bay, Ontario","3548044","Emergency shelter","General (men)",1,7
2021,"North Bay, Ontario","3548044","Emergency shelter","General (women)",0,0
2021,"North Bay, Ontario","3548044","Emergency shelter","Total",2,26
2021,"North Bay, Ontario","3548044","Emergency shelter","Youth",0,0
2021,"North Bay, Ontario","3548044","Transitional housing","Family",0,0
2021,"North Bay, Ontario","3548044","Transitional housing","General (all)",0,0
2021,"North Bay, Ontario","3548044","Transitional housing","General (men)",0,0
2021,"North Bay, Ontario","3548044","Transitional housing","General (women)",0,0
2021,"North Bay, Ontario","3548044","Transitional housing","Total",1,10
2021,"North Bay, Ontario","3548044","Transitional housing","Youth",1,10
2021,"Northwest Territories","61","Domestic violence shelter","Family",5,34
2021,"Northwest Territories","61","Domestic violence shelter","General (all)",0,0
2021,"Northwest Territories","61","Domestic violence shelter","General (men)",0,0
2021,"Northwest Territories","61","Domestic violence shelter","General (women)",0,0
2021,"Northwest Territories","61","Domestic violence shelter","Total",5,34
2021,"Northwest Territories","61","Domestic violence shelter","Youth",0,0
2021,"Northwest Territories","61","Emergency shelter","Family",0,0
2021,"Northwest Territories","61","Emergency shelter","General (all)",0,0
2021,"Northwest Territories","61","Emergency shelter","General (men)",1,49
2021,"Northwest Territories","61","Emergency shelter","General (women)",1,10
2021,"Northwest Territories","61","Emergency shelter","Total",3,65
2021,"Northwest Territories","61","Emergency shelter","Youth",1,6
2021,"Northwest Territories","61","Transitional housing","Family",1,18
2021,"Northwest Territories","61","Transitional housing","General (all)",1,6
2021,"Northwest Territories","61","Transitional housing","General (men)",1,32
2021,"Northwest Territories","61","Transitional housing","General (women)",0,0
2021,"Northwest Territories","61","Transitional housing","Total",4,66
2021,"Northwest Territories","61","Transitional housing","Youth",1,10
2021,"Norway House, Manitoba",NA,"Domestic violence shelter","Family",1,16
2021,"Norway House, Manitoba",NA,"Domestic violence shelter","General (all)",0,0
2021,"Norway House, Manitoba",NA,"Domestic violence shelter","General (men)",0,0
2021,"Norway House, Manitoba",NA,"Domestic violence shelter","General (women)",0,0
2021,"Norway House, Manitoba",NA,"Domestic violence shelter","Total",1,16
2021,"Norway House, Manitoba",NA,"Domestic violence shelter","Youth",0,0
2021,"Norway House, Manitoba",NA,"Emergency shelter","Family",0,0
2021,"Norway House, Manitoba",NA,"Emergency shelter","General (all)",0,0
2021,"Norway House, Manitoba",NA,"Emergency shelter","General (men)",0,0
2021,"Norway House, Manitoba",NA,"Emergency shelter","General (women)",0,0
2021,"Norway House, Manitoba",NA,"Emergency shelter","Total",0,0
2021,"Norway House, Manitoba",NA,"Emergency shelter","Youth",0,0
2021,"Norway House, Manitoba",NA,"Transitional housing","Family",0,0
2021,"Norway House, Manitoba",NA,"Transitional housing","General (all)",0,0
2021,"Norway House, Manitoba",NA,"Transitional housing","General (men)",0,0
2021,"Norway House, Manitoba",NA,"Transitional housing","General (women)",0,0
2021,"Norway House, Manitoba",NA,"Transitional housing","Total",0,0
2021,"Norway House, Manitoba",NA,"Transitional housing","Youth",0,0
2021,"Nova Scotia","12","Domestic violence shelter","Family",23,309
2021,"Nova Scotia","12","Domestic violence shelter","General (all)",0,0
2021,"Nova Scotia","12","Domestic violence shelter","General (men)",0,0
2021,"Nova Scotia","12","Domestic violence shelter","General (women)",0,0
2021,"Nova Scotia","12","Domestic violence shelter","Total",23,309
2021,"Nova Scotia","12","Domestic violence shelter","Youth",0,0
2021,"Nova Scotia","12","Emergency shelter","Family",1,6
2021,"Nova Scotia","12","Emergency shelter","General (all)",4,92
2021,"Nova Scotia","12","Emergency shelter","General (men)",2,70
2021,"Nova Scotia","12","Emergency shelter","General (women)",2,34
2021,"Nova Scotia","12","Emergency shelter","Total",11,230
2021,"Nova Scotia","12","Emergency shelter","Youth",2,28
2021,"Nova Scotia","12","Transitional housing","Family",2,21
2021,"Nova Scotia","12","Transitional housing","General (all)",3,54
2021,"Nova Scotia","12","Transitional housing","General (men)",1,19
2021,"Nova Scotia","12","Transitional housing","General (women)",1,5
2021,"Nova Scotia","12","Transitional housing","Total",12,148
2021,"Nova Scotia","12","Transitional housing","Youth",5,49
2021,"Nunavut","62","Domestic violence shelter","Family",3,31
2021,"Nunavut","62","Domestic violence shelter","General (all)",0,0
2021,"Nunavut","62","Domestic violence shelter","General (men)",0,0
2021,"Nunavut","62","Domestic violence shelter","General (women)",0,0
2021,"Nunavut","62","Domestic violence shelter","Total",3,31
2021,"Nunavut","62","Domestic violence shelter","Youth",0,0
2021,"Nunavut","62","Emergency shelter","Family",1,12
2021,"Nunavut","62","Emergency shelter","General (all)",0,0
2021,"Nunavut","62","Emergency shelter","General (men)",2,47
2021,"Nunavut","62","Emergency shelter","General (women)",0,0
2021,"Nunavut","62","Emergency shelter","Total",3,59
2021,"Nunavut","62","Emergency shelter","Youth",0,0
2021,"Nunavut","62","Transitional housing","Family",0,0
2021,"Nunavut","62","Transitional housing","General (all)",0,0
2021,"Nunavut","62","Transitional housing","General (men)",0,0
2021,"Nunavut","62","Transitional housing","General (women)",0,0
2021,"Nunavut","62","Transitional housing","Total",0,0
2021,"Nunavut","62","Transitional housing","Youth",0,0
2021,"Oakville, Ontario","3524001","Domestic violence shelter","Family",0,0
2021,"Oakville, Ontario","3524001","Domestic violence shelter","General (all)",0,0
2021,"Oakville, Ontario","3524001","Domestic violence shelter","General (men)",0,0
2021,"Oakville, Ontario","3524001","Domestic violence shelter","General (women)",0,0
2021,"Oakville, Ontario","3524001","Domestic violence shelter","Total",0,0
2021,"Oakville, Ontario","3524001","Domestic violence shelter","Youth",0,0
2021,"Oakville, Ontario","3524001","Emergency shelter","Family",0,0
2021,"Oakville, Ontario","3524001","Emergency shelter","General (all)",1,32
2021,"Oakville, Ontario","3524001","Emergency shelter","General (men)",0,0
2021,"Oakville, Ontario","3524001","Emergency shelter","General (women)",0,0
2021,"Oakville, Ontario","3524001","Emergency shelter","Total",1,32
2021,"Oakville, Ontario","3524001","Emergency shelter","Youth",0,0
2021,"Oakville, Ontario","3524001","Transitional housing","Family",3,83
2021,"Oakville, Ontario","3524001","Transitional housing","General (all)",1,6
2021,"Oakville, Ontario","3524001","Transitional housing","General (men)",0,0
2021,"Oakville, Ontario","3524001","Transitional housing","General (women)",0,0
2021,"Oakville, Ontario","3524001","Transitional housing","Total",4,89
2021,"Oakville, Ontario","3524001","Transitional housing","Youth",0,0
2021,"Obedjiwan, Quebec","2490804","Domestic violence shelter","Family",1,10
2021,"Obedjiwan, Quebec","2490804","Domestic violence shelter","General (all)",0,0
2021,"Obedjiwan, Quebec","2490804","Domestic violence shelter","General (men)",0,0
2021,"Obedjiwan, Quebec","2490804","Domestic violence shelter","General (women)",0,0
2021,"Obedjiwan, Quebec","2490804","Domestic violence shelter","Total",1,10
2021,"Obedjiwan, Quebec","2490804","Domestic violence shelter","Youth",0,0
2021,"Obedjiwan, Quebec","2490804","Emergency shelter","Family",0,0
2021,"Obedjiwan, Quebec","2490804","Emergency shelter","General (all)",0,0
2021,"Obedjiwan, Quebec","2490804","Emergency shelter","General (men)",0,0
2021,"Obedjiwan, Quebec","2490804","Emergency shelter","General (women)",0,0
2021,"Obedjiwan, Quebec","2490804","Emergency shelter","Total",0,0
2021,"Obedjiwan, Quebec","2490804","Emergency shelter","Youth",0,0
2021,"Obedjiwan, Quebec","2490804","Transitional housing","Family",0,0
2021,"Obedjiwan, Quebec","2490804","Transitional housing","General (all)",0,0
2021,"Obedjiwan, Quebec","2490804","Transitional housing","General (men)",0,0
2021,"Obedjiwan, Quebec","2490804","Transitional housing","General (women)",0,0
2021,"Obedjiwan, Quebec","2490804","Transitional housing","Total",0,0
2021,"Obedjiwan, Quebec","2490804","Transitional housing","Youth",0,0
2021,"Ohsweken, Ontario",NA,"Domestic violence shelter","Family",2,48
2021,"Ohsweken, Ontario",NA,"Domestic violence shelter","General (all)",1,19
2021,"Ohsweken, Ontario",NA,"Domestic violence shelter","General (men)",0,0
2021,"Ohsweken, Ontario",NA,"Domestic violence shelter","General (women)",0,0
2021,"Ohsweken, Ontario",NA,"Domestic violence shelter","Total",4,75
2021,"Ohsweken, Ontario",NA,"Domestic violence shelter","Youth",1,8
2021,"Ohsweken, Ontario",NA,"Emergency shelter","Family",0,0
2021,"Ohsweken, Ontario",NA,"Emergency shelter","General (all)",0,0
2021,"Ohsweken, Ontario",NA,"Emergency shelter","General (men)",0,0
2021,"Ohsweken, Ontario",NA,"Emergency shelter","General (women)",0,0
2021,"Ohsweken, Ontario",NA,"Emergency shelter","Total",0,0
2021,"Ohsweken, Ontario",NA,"Emergency shelter","Youth",0,0
2021,"Ohsweken, Ontario",NA,"Transitional housing","Family",0,0
2021,"Ohsweken, Ontario",NA,"Transitional housing","General (all)",0,0
2021,"Ohsweken, Ontario",NA,"Transitional housing","General (men)",0,0
2021,"Ohsweken, Ontario",NA,"Transitional housing","General (women)",0,0
2021,"Ohsweken, Ontario",NA,"Transitional housing","Total",0,0
2021,"Ohsweken, Ontario",NA,"Transitional housing","Youth",0,0
2021,"Ontario","35","Domestic violence shelter","Family",148,2802
2021,"Ontario","35","Domestic violence shelter","General (all)",3,39
2021,"Ontario","35","Domestic violence shelter","General (men)",0,0
2021,"Ontario","35","Domestic violence shelter","General (women)",3,30
2021,"Ontario","35","Domestic violence shelter","Total",159,2896
2021,"Ontario","35","Domestic violence shelter","Youth",5,25
2021,"Ontario","35","Emergency shelter","Family",35,1958
2021,"Ontario","35","Emergency shelter","General (all)",33,1265
2021,"Ontario","35","Emergency shelter","General (men)",43,2116
2021,"Ontario","35","Emergency shelter","General (women)",23,904
2021,"Ontario","35","Emergency shelter","Total",157,6793
2021,"Ontario","35","Emergency shelter","Youth",23,550
2021,"Ontario","35","Transitional housing","Family",19,343
2021,"Ontario","35","Transitional housing","General (all)",30,610
2021,"Ontario","35","Transitional housing","General (men)",28,811
2021,"Ontario","35","Transitional housing","General (women)",19,317
2021,"Ontario","35","Transitional housing","Total",149,2764
2021,"Ontario","35","Transitional housing","Youth",53,683
2021,"Orangeville, Ontario","3522014","Domestic violence shelter","Family",1,9
2021,"Orangeville, Ontario","3522014","Domestic violence shelter","General (all)",0,0
2021,"Orangeville, Ontario","3522014","Domestic violence shelter","General (men)",0,0
2021,"Orangeville, Ontario","3522014","Domestic violence shelter","General (women)",0,0
2021,"Orangeville, Ontario","3522014","Domestic violence shelter","Total",1,9
2021,"Orangeville, Ontario","3522014","Domestic violence shelter","Youth",0,0
2021,"Orangeville, Ontario","3522014","Emergency shelter","Family",0,0
2021,"Orangeville, Ontario","3522014","Emergency shelter","General (all)",0,0
2021,"Orangeville, Ontario","3522014","Emergency shelter","General (men)",0,0
2021,"Orangeville, Ontario","3522014","Emergency shelter","General (women)",0,0
2021,"Orangeville, Ontario","3522014","Emergency shelter","Total",0,0
2021,"Orangeville, Ontario","3522014","Emergency shelter","Youth",0,0
2021,"Orangeville, Ontario","3522014","Transitional housing","Family",0,0
2021,"Orangeville, Ontario","3522014","Transitional housing","General (all)",1,14
2021,"Orangeville, Ontario","3522014","Transitional housing","General (men)",0,0
2021,"Orangeville, Ontario","3522014","Transitional housing","General (women)",0,0
2021,"Orangeville, Ontario","3522014","Transitional housing","Total",3,37
2021,"Orangeville, Ontario","3522014","Transitional housing","Youth",2,23
2021,"Orillia, Ontario","3543052","Domestic violence shelter","Family",1,14
2021,"Orillia, Ontario","3543052","Domestic violence shelter","General (all)",0,0
2021,"Orillia, Ontario","3543052","Domestic violence shelter","General (men)",0,0
2021,"Orillia, Ontario","3543052","Domestic violence shelter","General (women)",0,0
2021,"Orillia, Ontario","3543052","Domestic violence shelter","Total",1,14
2021,"Orillia, Ontario","3543052","Domestic violence shelter","Youth",0,0
2021,"Orillia, Ontario","3543052","Emergency shelter","Family",0,0
2021,"Orillia, Ontario","3543052","Emergency shelter","General (all)",1,33
2021,"Orillia, Ontario","3543052","Emergency shelter","General (men)",0,0
2021,"Orillia, Ontario","3543052","Emergency shelter","General (women)",0,0
