"ref_date","geo","dguid","field","value"
"2020/2021","New Brunswick","13","Mathematics, computer and information sciences",7338
"2020/2021","New Brunswick","13","Engineering",8575
"2020/2021","New Brunswick","13","Architecture",NA
"2020/2021","New Brunswick","13","Agriculture, natural resources and conservation",7288
"2020/2021","New Brunswick","13","Dentistry",NA
"2020/2021","New Brunswick","13","Medicine",NA
"2020/2021","New Brunswick","13","Nursing",7536
"2020/2021","New Brunswick","13","Pharmacy",NA
"2020/2021","New Brunswick","13","Veterinary medicine",NA
"2020/2021","New Brunswick","13","Optometry",NA
"2020/2021","New Brunswick","13","Other health, parks, recreation and fitness",6886
"2020/2021","New Brunswick","13","Personal, protective and transportation services",NA
"2020/2021","Moncton","305","Total, field of study",6631
"2020/2021","Moncton","305","Education",6562
"2020/2021","Moncton","305","Visual and performing arts, and communications technologies",6562
"2020/2021","Moncton","305","Humanities",6562
"2020/2021","Moncton","305","Social and behavioural sciences, and legal studies",6562
"2020/2021","Moncton","305","Law",6562
"2020/2021","Moncton","305","Business management and public administration",6562
"2020/2021","Moncton","305","Physical and life sciences and technologies",6562
"2020/2021","Moncton","305","Mathematics, computer and information sciences",6562
"2020/2021","Moncton","305","Engineering",6562
"2020/2021","Moncton","305","Architecture",NA
"2020/2021","Moncton","305","Agriculture, natural resources and conservation",6562
"2020/2021","Moncton","305","Dentistry",NA
"2020/2021","Moncton","305","Medicine",NA
"2020/2021","Moncton","305","Nursing",7062
"2020/2021","Moncton","305","Pharmacy",NA
"2020/2021","Moncton","305","Veterinary medicine",NA
"2020/2021","Moncton","305","Optometry",NA
"2020/2021","Moncton","305","Other health, parks, recreation and fitness",6562
"2020/2021","Moncton","305","Personal, protective and transportation services",NA
"2020/2021","Fredericton","320","Total, field of study",7814
"2020/2021","Fredericton","320","Education",9583
"2020/2021","Fredericton","320","Visual and performing arts, and communications technologies",7150
"2020/2021","Fredericton","320","Humanities",7160
"2020/2021","Fredericton","320","Social and behavioural sciences, and legal studies",7162
"2020/2021","Fredericton","320","Law",11920
"2020/2021","Fredericton","320","Business management and public administration",8445
"2020/2021","Fredericton","320","Physical and life sciences and technologies",7150
"2020/2021","Fredericton","320","Mathematics, computer and information sciences",7150
"2020/2021","Fredericton","320","Engineering",8956
"2020/2021","Fredericton","320","Architecture",NA
"2020/2021","Fredericton","320","Agriculture, natural resources and conservation",7150
"2020/2021","Fredericton","320","Dentistry",NA
"2020/2021","Fredericton","320","Medicine",NA
"2020/2021","Fredericton","320","Nursing",7905
"2020/2021","Fredericton","320","Pharmacy",NA
"2020/2021","Fredericton","320","Veterinary medicine",NA
"2020/2021","Fredericton","320","Optometry",NA
"2020/2021","Fredericton","320","Other health, parks, recreation and fitness",7150
"2020/2021","Fredericton","320","Personal, protective and transportation services",NA
"2020/2021","Sackville","1307009","Total, field of study",9165
"2020/2021","Sackville","1307009","Education",NA
"2020/2021","Sackville","1307009","Visual and performing arts, and communications technologies",9165
"2020/2021","Sackville","1307009","Humanities",9165
"2020/2021","Sackville","1307009","Social and behavioural sciences, and legal studies",9165
"2020/2021","Sackville","1307009","Law",NA
"2020/2021","Sackville","1307009","Business management and public administration",9165
"2020/2021","Sackville","1307009","Physical and life sciences and technologies",9165
"2020/2021","Sackville","1307009","Mathematics, computer and information sciences",9165
"2020/2021","Sackville","1307009","Engineering",NA
"2020/2021","Sackville","1307009","Architecture",NA
"2020/2021","Sackville","1307009","Agriculture, natural resources and conservation",9165
"2020/2021","Sackville","1307009","Dentistry",NA
"2020/2021","Sackville","1307009","Medicine",NA
"2020/2021","Sackville","1307009","Nursing",NA
"2020/2021","Sackville","1307009","Pharmacy",NA
"2020/2021","Sackville","1307009","Veterinary medicine",NA
"2020/2021","Sackville","1307009","Optometry",NA
"2020/2021","Sackville","1307009","Other health, parks, recreation and fitness",NA
"2020/2021","Sackville","1307009","Personal, protective and transportation services",NA
"2020/2021","Quebec","24","Total, field of study",3152
"2020/2021","Quebec","24","Education",2731
"2020/2021","Quebec","24","Visual and performing arts, and communications technologies",3124
"2020/2021","Quebec","24","Humanities",4219
"2020/2021","Quebec","24","Social and behavioural sciences, and legal studies",3248
"2020/2021","Quebec","24","Law",3027
"2020/2021","Quebec","24","Business management and public administration",3127
"2020/2021","Quebec","24","Physical and life sciences and technologies",3429
"2020/2021","Quebec","24","Mathematics, computer and information sciences",3288
"2020/2021","Quebec","24","Engineering",3049
"2020/2021","Quebec","24","Architecture",2861
"2020/2021","Quebec","24","Agriculture, natural resources and conservation",3035
"2020/2021","Quebec","24","Dentistry",3932
"2020/2021","Quebec","24","Medicine",3536
"2020/2021","Quebec","24","Nursing",2808
"2020/2021","Quebec","24","Pharmacy",2732
"2020/2021","Quebec","24","Veterinary medicine",2747
"2020/2021","Quebec","24","Optometry",3202
"2020/2021","Quebec","24","Other health, parks, recreation and fitness",3160
"2020/2021","Quebec","24","Personal, protective and transportation services",2700
"2020/2021","Montreal","462","Total, field of study",3293
"2020/2021","Montreal","462","Education",2745
"2020/2021","Montreal","462","Visual and performing arts, and communications technologies",3347
"2020/2021","Montreal","462","Humanities",4667
"2020/2021","Montreal","462","Social and behavioural sciences, and legal studies",3340
"2020/2021","Montreal","462","Law",3132
"2020/2021","Montreal","462","Business management and public administration",3247
"2020/2021","Montreal","462","Physical and life sciences and technologies",3564
"2020/2021","Montreal","462","Mathematics, computer and information sciences",3453
"2020/2021","Montreal","462","Engineering",3114
"2020/2021","Montreal","462","Architecture",2915
"2020/2021","Montreal","462","Agriculture, natural resources and conservation",3719
"2020/2021","Montreal","462","Dentistry",4356
"2020/2021","Montreal","462","Medicine",3821
"2020/2021","Montreal","462","Nursing",2960
"2020/2021","Montreal","462","Pharmacy",2699
"2020/2021","Montreal","462","Veterinary medicine",2747
"2020/2021","Montreal","462","Optometry",3202
"2020/2021","Montreal","462","Other health, parks, recreation and fitness",3364
"2020/2021","Montreal","462","Personal, protective and transportation services",2701
"2020/2021","Sherbrooke","433","Total, field of study",4947
"2020/2021","Sherbrooke","433","Education",4681
"2020/2021","Sherbrooke","433","Visual and performing arts, and communications technologies",4813
"2020/2021","Sherbrooke","433","Humanities",4658
"2020/2021","Sherbrooke","433","Social and behavioural sciences, and legal studies",4998
"2020/2021","Sherbrooke","433","Law",2644
"2020/2021","Sherbrooke","433","Business management and public administration",4867
"2020/2021","Sherbrooke","433","Physical and life sciences and technologies",5498
"2020/2021","Sherbrooke","433","Mathematics, computer and information sciences",4477
"2020/2021","Sherbrooke","433","Engineering",2656
"2020/2021","Sherbrooke","433","Architecture",NA
"2020/2021","Sherbrooke","433","Agriculture, natural resources and conservation",8186
"2020/2021","Sherbrooke","433","Dentistry",NA
"2020/2021","Sherbrooke","433","Medicine",3493
"2020/2021","Sherbrooke","433","Nursing",2712
"2020/2021","Sherbrooke","433","Pharmacy",NA
"2020/2021","Sherbrooke","433","Veterinary medicine",NA
"2020/2021","Sherbrooke","433","Optometry",NA
"2020/2021","Sherbrooke","433","Other health, parks, recreation and fitness",2663
"2020/2021","Sherbrooke","433","Personal, protective and transportation services",NA
"2020/2021","Saguenay","408","Total, field of study",2660
"2020/2021","Saguenay","408","Education",2665
"2020/2021","Saguenay","408","Visual and performing arts, and communications technologies",2638
"2020/2021","Saguenay","408","Humanities",2944
"2020/2021","Saguenay","408","Social and behavioural sciences, and legal studies",2623
"2020/2021","Saguenay","408","Law",NA
"2020/2021","Saguenay","408","Business management and public administration",2652
"2020/2021","Saguenay","408","Physical and life sciences and technologies",2623
"2020/2021","Saguenay","408","Mathematics, computer and information sciences",2623
"2020/2021","Saguenay","408","Engineering",2689
"2020/2021","Saguenay","408","Architecture",NA
"2020/2021","Saguenay","408","Agriculture, natural resources and conservation",2623
"2020/2021","Saguenay","408","Dentistry",NA
"2020/2021","Saguenay","408","Medicine",NA
"2020/2021","Saguenay","408","Nursing",2623
"2020/2021","Saguenay","408","Pharmacy",NA
"2020/2021","Saguenay","408","Veterinary medicine",NA
"2020/2021","Saguenay","408","Optometry",NA
"2020/2021","Saguenay","408","Other health, parks, recreation and fitness",2623
"2020/2021","Saguenay","408","Personal, protective and transportation services",NA
"2020/2021","Rouyn-Noranda","485","Total, field of study",2635
"2020/2021","Rouyn-Noranda","485","Education",2623
"2020/2021","Rouyn-Noranda","485","Visual and performing arts, and communications technologies",2623
"2020/2021","Rouyn-Noranda","485","Humanities",NA
"2020/2021","Rouyn-Noranda","485","Social and behavioural sciences, and legal studies",2623
"2020/2021","Rouyn-Noranda","485","Law",NA
"2020/2021","Rouyn-Noranda","485","Business management and public administration",2623
"2020/2021","Rouyn-Noranda","485","Physical and life sciences and technologies",NA
"2020/2021","Rouyn-Noranda","485","Mathematics, computer and information sciences",NA
"2020/2021","Rouyn-Noranda","485","Engineering",2623
"2020/2021","Rouyn-Noranda","485","Architecture",NA
"2020/2021","Rouyn-Noranda","485","Agriculture, natural resources and conservation",NA
"2020/2021","Rouyn-Noranda","485","Dentistry",NA
"2020/2021","Rouyn-Noranda","485","Medicine",NA
"2020/2021","Rouyn-Noranda","485","Nursing",2734
"2020/2021","Rouyn-Noranda","485","Pharmacy",NA
"2020/2021","Rouyn-Noranda","485","Veterinary medicine",NA
"2020/2021","Rouyn-Noranda","485","Optometry",NA
"2020/2021","Rouyn-Noranda","485","Other health, parks, recreation and fitness",NA
"2020/2021","Rouyn-Noranda","485","Personal, protective and transportation services",NA
"2020/2021","Trois-Rivières","442","Total, field of study",2642
"2020/2021","Trois-Rivières","442","Education",2623
"2020/2021","Trois-Rivières","442","Visual and performing arts, and communications technologies",2623
"2020/2021","Trois-Rivières","442","Humanities",2714
"2020/2021","Trois-Rivières","442","Social and behavioural sciences, and legal studies",2631
"2020/2021","Trois-Rivières","442","Law",NA
"2020/2021","Trois-Rivières","442","Business management and public administration",2640
"2020/2021","Trois-Rivières","442","Physical and life sciences and technologies",2623
"2020/2021","Trois-Rivières","442","Mathematics, computer and information sciences",2769
"2020/2021","Trois-Rivières","442","Engineering",2668
"2020/2021","Trois-Rivières","442","Architecture",NA
"2020/2021","Trois-Rivières","442","Agriculture, natural resources and conservation",NA
"2020/2021","Trois-Rivières","442","Dentistry",NA
"2020/2021","Trois-Rivières","442","Medicine",NA
"2020/2021","Trois-Rivières","442","Nursing",2630
"2020/2021","Trois-Rivières","442","Pharmacy",NA
"2020/2021","Trois-Rivières","442","Veterinary medicine",NA
"2020/2021","Trois-Rivières","442","Optometry",NA
"2020/2021","Trois-Rivières","442","Other health, parks, recreation and fitness",2666
"2020/2021","Trois-Rivières","442","Personal, protective and transportation services",2623
"2020/2021","Ottawa-Gatineau, Quebec part, Ontario/Quebec",NA,"Total, field of study",2760
"2020/2021","Ottawa-Gatineau, Quebec part, Ontario/Quebec",NA,"Education",2675
