"year","geo","dguid","age","type","value"
2021,"Nova Scotia","12","60 to 64","mix of nursing home and senior residences",0
2021,"Nova Scotia","12","60 to 64","residential care facilities",265
2021,"Nova Scotia","12","60 to 64","correctional facilities",20
2021,"Nova Scotia","12","60 to 64","shelters",5
2021,"Nova Scotia","12","60 to 64","service collective",125
2021,"Nova Scotia","12","60 to 64","lodging and rooming houses",40
2021,"Nova Scotia","12","60 to 64","hotels, motels, and temporary accommodation",65
2021,"Nova Scotia","12","60 to 64","other service collective",20
2021,"Nova Scotia","12","60 to 64","religious establishments",10
2021,"Nova Scotia","12","60 to 64","hutterite colonies",0
2021,"Nova Scotia","12","60 to 64","other",5
2021,"Nova Scotia","12","65+","total",9090
2021,"Nova Scotia","12","65+","health care and related",8795
2021,"Nova Scotia","12","65+","hospitals",160
2021,"Nova Scotia","12","65+","nursing homes",6270
2021,"Nova Scotia","12","65+","senior residences",1410
2021,"Nova Scotia","12","65+","mix of nursing home and senior residences",415
2021,"Nova Scotia","12","65+","residential care facilities",540
2021,"Nova Scotia","12","65+","correctional facilities",15
2021,"Nova Scotia","12","65+","shelters",5
2021,"Nova Scotia","12","65+","service collective",240
2021,"Nova Scotia","12","65+","lodging and rooming houses",55
2021,"Nova Scotia","12","65+","hotels, motels, and temporary accommodation",150
2021,"Nova Scotia","12","65+","other service collective",40
2021,"Nova Scotia","12","65+","religious establishments",25
2021,"Nova Scotia","12","65+","hutterite colonies",0
2021,"Nova Scotia","12","65+","other",10
2021,"Nova Scotia","12","65 to 69","total",750
2021,"Nova Scotia","12","65 to 69","health care and related",610
2021,"Nova Scotia","12","65 to 69","hospitals",5
2021,"Nova Scotia","12","65 to 69","nursing homes",335
2021,"Nova Scotia","12","65 to 69","senior residences",70
2021,"Nova Scotia","12","65 to 69","mix of nursing home and senior residences",5
2021,"Nova Scotia","12","65 to 69","residential care facilities",205
2021,"Nova Scotia","12","65 to 69","correctional facilities",5
2021,"Nova Scotia","12","65 to 69","shelters",10
2021,"Nova Scotia","12","65 to 69","service collective",115
2021,"Nova Scotia","12","65 to 69","lodging and rooming houses",35
2021,"Nova Scotia","12","65 to 69","hotels, motels, and temporary accommodation",70
2021,"Nova Scotia","12","65 to 69","other service collective",15
2021,"Nova Scotia","12","65 to 69","religious establishments",5
2021,"Nova Scotia","12","65 to 69","hutterite colonies",0
2021,"Nova Scotia","12","65 to 69","other",0
2021,"Nova Scotia","12","70 to 74","total",955
2021,"Nova Scotia","12","70 to 74","health care and related",880
2021,"Nova Scotia","12","70 to 74","hospitals",5
2021,"Nova Scotia","12","70 to 74","nursing homes",600
2021,"Nova Scotia","12","70 to 74","senior residences",120
2021,"Nova Scotia","12","70 to 74","mix of nursing home and senior residences",15
2021,"Nova Scotia","12","70 to 74","residential care facilities",150
2021,"Nova Scotia","12","70 to 74","correctional facilities",10
2021,"Nova Scotia","12","70 to 74","shelters",0
2021,"Nova Scotia","12","70 to 74","service collective",60
2021,"Nova Scotia","12","70 to 74","lodging and rooming houses",10
2021,"Nova Scotia","12","70 to 74","hotels, motels, and temporary accommodation",35
2021,"Nova Scotia","12","70 to 74","other service collective",15
2021,"Nova Scotia","12","70 to 74","religious establishments",5
2021,"Nova Scotia","12","70 to 74","hutterite colonies",0
2021,"Nova Scotia","12","70 to 74","other",0
2021,"Nova Scotia","12","75 to 79","total",1075
2021,"Nova Scotia","12","75 to 79","health care and related",1035
2021,"Nova Scotia","12","75 to 79","hospitals",10
2021,"Nova Scotia","12","75 to 79","nursing homes",795
2021,"Nova Scotia","12","75 to 79","senior residences",125
2021,"Nova Scotia","12","75 to 79","mix of nursing home and senior residences",20
2021,"Nova Scotia","12","75 to 79","residential care facilities",85
2021,"Nova Scotia","12","75 to 79","correctional facilities",0
2021,"Nova Scotia","12","75 to 79","shelters",0
2021,"Nova Scotia","12","75 to 79","service collective",30
2021,"Nova Scotia","12","75 to 79","lodging and rooming houses",0
2021,"Nova Scotia","12","75 to 79","hotels, motels, and temporary accommodation",20
2021,"Nova Scotia","12","75 to 79","other service collective",5
2021,"Nova Scotia","12","75 to 79","religious establishments",5
2021,"Nova Scotia","12","75 to 79","hutterite colonies",0
2021,"Nova Scotia","12","75 to 79","other",0
2021,"Nova Scotia","12","80 to 84","total",1725
2021,"Nova Scotia","12","80 to 84","health care and related",1705
2021,"Nova Scotia","12","80 to 84","hospitals",55
2021,"Nova Scotia","12","80 to 84","nursing homes",1220
2021,"Nova Scotia","12","80 to 84","senior residences",280
2021,"Nova Scotia","12","80 to 84","mix of nursing home and senior residences",115
2021,"Nova Scotia","12","80 to 84","residential care facilities",35
2021,"Nova Scotia","12","80 to 84","correctional facilities",0
2021,"Nova Scotia","12","80 to 84","shelters",0
2021,"Nova Scotia","12","80 to 84","service collective",15
2021,"Nova Scotia","12","80 to 84","lodging and rooming houses",0
2021,"Nova Scotia","12","80 to 84","hotels, motels, and temporary accommodation",5
2021,"Nova Scotia","12","80 to 84","other service collective",5
2021,"Nova Scotia","12","80 to 84","religious establishments",5
2021,"Nova Scotia","12","80 to 84","hutterite colonies",0
2021,"Nova Scotia","12","80 to 84","other",0
2021,"Nova Scotia","12","85+","total",4585
2021,"Nova Scotia","12","85+","health care and related",4565
2021,"Nova Scotia","12","85+","hospitals",90
2021,"Nova Scotia","12","85+","nursing homes",3320
2021,"Nova Scotia","12","85+","senior residences",820
2021,"Nova Scotia","12","85+","mix of nursing home and senior residences",270
2021,"Nova Scotia","12","85+","residential care facilities",70
2021,"Nova Scotia","12","85+","correctional facilities",0
2021,"Nova Scotia","12","85+","shelters",0
2021,"Nova Scotia","12","85+","service collective",20
2021,"Nova Scotia","12","85+","lodging and rooming houses",0
2021,"Nova Scotia","12","85+","hotels, motels, and temporary accommodation",15
2021,"Nova Scotia","12","85+","other service collective",5
2021,"Nova Scotia","12","85+","religious establishments",5
2021,"Nova Scotia","12","85+","hutterite colonies",0
2021,"Nova Scotia","12","85+","other",0
2021,"New Brunswick","13","Total","total",16330
2021,"New Brunswick","13","Total","health care and related",13315
2021,"New Brunswick","13","Total","hospitals",320
2021,"New Brunswick","13","Total","nursing homes",5430
2021,"New Brunswick","13","Total","senior residences",3565
2021,"New Brunswick","13","Total","mix of nursing home and senior residences",1105
2021,"New Brunswick","13","Total","residential care facilities",2895
2021,"New Brunswick","13","Total","correctional facilities",1065
2021,"New Brunswick","13","Total","shelters",165
2021,"New Brunswick","13","Total","service collective",1570
2021,"New Brunswick","13","Total","lodging and rooming houses",660
2021,"New Brunswick","13","Total","hotels, motels, and temporary accommodation",590
2021,"New Brunswick","13","Total","other service collective",320
2021,"New Brunswick","13","Total","religious establishments",160
2021,"New Brunswick","13","Total","hutterite colonies",0
2021,"New Brunswick","13","Total","other",55
2021,"New Brunswick","13","0 to 14","total",250
2021,"New Brunswick","13","0 to 14","health care and related",175
2021,"New Brunswick","13","0 to 14","hospitals",0
2021,"New Brunswick","13","0 to 14","nursing homes",0
2021,"New Brunswick","13","0 to 14","senior residences",0
2021,"New Brunswick","13","0 to 14","mix of nursing home and senior residences",0
2021,"New Brunswick","13","0 to 14","residential care facilities",175
2021,"New Brunswick","13","0 to 14","correctional facilities",0
2021,"New Brunswick","13","0 to 14","shelters",20
2021,"New Brunswick","13","0 to 14","service collective",60
2021,"New Brunswick","13","0 to 14","lodging and rooming houses",15
2021,"New Brunswick","13","0 to 14","hotels, motels, and temporary accommodation",30
2021,"New Brunswick","13","0 to 14","other service collective",15
2021,"New Brunswick","13","0 to 14","religious establishments",0
2021,"New Brunswick","13","0 to 14","hutterite colonies",0
2021,"New Brunswick","13","0 to 14","other",0
2021,"New Brunswick","13","15 to 19","total",215
2021,"New Brunswick","13","15 to 19","health care and related",75
2021,"New Brunswick","13","15 to 19","hospitals",0
2021,"New Brunswick","13","15 to 19","nursing homes",0
2021,"New Brunswick","13","15 to 19","senior residences",5
2021,"New Brunswick","13","15 to 19","mix of nursing home and senior residences",0
2021,"New Brunswick","13","15 to 19","residential care facilities",65
2021,"New Brunswick","13","15 to 19","correctional facilities",5
2021,"New Brunswick","13","15 to 19","shelters",25
2021,"New Brunswick","13","15 to 19","service collective",105
2021,"New Brunswick","13","15 to 19","lodging and rooming houses",5
2021,"New Brunswick","13","15 to 19","hotels, motels, and temporary accommodation",15
2021,"New Brunswick","13","15 to 19","other service collective",90
2021,"New Brunswick","13","15 to 19","religious establishments",0
2021,"New Brunswick","13","15 to 19","hutterite colonies",0
2021,"New Brunswick","13","15 to 19","other",0
2021,"New Brunswick","13","15 to 17","total",115
2021,"New Brunswick","13","15 to 17","health care and related",50
2021,"New Brunswick","13","15 to 17","hospitals",0
2021,"New Brunswick","13","15 to 17","nursing homes",0
2021,"New Brunswick","13","15 to 17","senior residences",0
2021,"New Brunswick","13","15 to 17","mix of nursing home and senior residences",0
2021,"New Brunswick","13","15 to 17","residential care facilities",50
2021,"New Brunswick","13","15 to 17","correctional facilities",5
2021,"New Brunswick","13","15 to 17","shelters",20
2021,"New Brunswick","13","15 to 17","service collective",40
2021,"New Brunswick","13","15 to 17","lodging and rooming houses",5
2021,"New Brunswick","13","15 to 17","hotels, motels, and temporary accommodation",5
2021,"New Brunswick","13","15 to 17","other service collective",35
2021,"New Brunswick","13","15 to 17","religious establishments",0
2021,"New Brunswick","13","15 to 17","hutterite colonies",0
2021,"New Brunswick","13","15 to 17","other",0
2021,"New Brunswick","13","18 to 19","total",100
2021,"New Brunswick","13","18 to 19","health care and related",20
2021,"New Brunswick","13","18 to 19","hospitals",0
2021,"New Brunswick","13","18 to 19","nursing homes",0
2021,"New Brunswick","13","18 to 19","senior residences",5
2021,"New Brunswick","13","18 to 19","mix of nursing home and senior residences",0
2021,"New Brunswick","13","18 to 19","residential care facilities",20
2021,"New Brunswick","13","18 to 19","correctional facilities",5
2021,"New Brunswick","13","18 to 19","shelters",5
2021,"New Brunswick","13","18 to 19","service collective",65
2021,"New Brunswick","13","18 to 19","lodging and rooming houses",5
2021,"New Brunswick","13","18 to 19","hotels, motels, and temporary accommodation",5
2021,"New Brunswick","13","18 to 19","other service collective",55
2021,"New Brunswick","13","18 to 19","religious establishments",0
2021,"New Brunswick","13","18 to 19","hutterite colonies",0
2021,"New Brunswick","13","18 to 19","other",0
2021,"New Brunswick","13","20 to 24","total",315
2021,"New Brunswick","13","20 to 24","health care and related",50
2021,"New Brunswick","13","20 to 24","hospitals",5
2021,"New Brunswick","13","20 to 24","nursing homes",5
2021,"New Brunswick","13","20 to 24","senior residences",10
2021,"New Brunswick","13","20 to 24","mix of nursing home and senior residences",0
2021,"New Brunswick","13","20 to 24","residential care facilities",35
2021,"New Brunswick","13","20 to 24","correctional facilities",95
2021,"New Brunswick","13","20 to 24","shelters",10
2021,"New Brunswick","13","20 to 24","service collective",160
2021,"New Brunswick","13","20 to 24","lodging and rooming houses",45
2021,"New Brunswick","13","20 to 24","hotels, motels, and temporary accommodation",30
2021,"New Brunswick","13","20 to 24","other service collective",80
2021,"New Brunswick","13","20 to 24","religious establishments",0
2021,"New Brunswick","13","20 to 24","hutterite colonies",0
2021,"New Brunswick","13","20 to 24","other",0
2021,"New Brunswick","13","25 to 29","total",535
2021,"New Brunswick","13","25 to 29","health care and related",215
2021,"New Brunswick","13","25 to 29","hospitals",5
2021,"New Brunswick","13","25 to 29","nursing homes",5
2021,"New Brunswick","13","25 to 29","senior residences",95
2021,"New Brunswick","13","25 to 29","mix of nursing home and senior residences",5
2021,"New Brunswick","13","25 to 29","residential care facilities",105
2021,"New Brunswick","13","25 to 29","correctional facilities",175
2021,"New Brunswick","13","25 to 29","shelters",20
2021,"New Brunswick","13","25 to 29","service collective",115
2021,"New Brunswick","13","25 to 29","lodging and rooming houses",40
2021,"New Brunswick","13","25 to 29","hotels, motels, and temporary accommodation",25
2021,"New Brunswick","13","25 to 29","other service collective",45
2021,"New Brunswick","13","25 to 29","religious establishments",0
